20260619 093600;7557;7557.25;7556;7557.25;147
20260619 093700;7557.5;7558.25;7557;7557.75;194
20260619 093800;7558;7558.5;7557.75;7558.5;106
20260619 093900;7558.5;7559;7558;7558.75;111
20260619 094000;7558.5;7559.5;7558.25;7559;145
20260619 094100;7559.5;7560.5;7559.25;7559.75;207
20260619 094200;7560;7560.5;7558.75;7558.75;144
20260619 094300;7558.75;7559;7558.25;7558.25;163
20260619 094400;7558.25;7559;7557.5;7558.25;162
20260619 094500;7558.5;7558.75;7557.5;7557.75;63
20260619 094600;7557.75;7558.25;7557.5;7557.5;112
20260619 094700;7557.25;7558;7556.5;7557.5;178
20260619 094800;7557.75;7559.25;7557.75;7558;168
20260619 094900;7557.75;7557.75;7556.5;7556.75;138
20260619 095000;7556.5;7556.5;7555.25;7555.5;175
20260619 095100;7555.5;7559.5;7555.5;7558.75;436
20260619 095200;7558.5;7558.5;7556.75;7556.75;181
20260619 095300;7556.5;7557.75;7556.25;7557.75;215
20260619 095400;7557.5;7558.5;7557.25;7557.75;119
20260619 095500;7557;7557.25;7556.5;7556.5;122
20260619 095600;7556.75;7557.25;7556.5;7557.25;184
20260619 095700;7557.5;7558;7556.75;7556.75;54
20260619 095800;7556.75;7556.75;7554.75;7555;188
20260619 095900;7555.25;7555.75;7554.75;7554.75;85
20260619 100000;7555;7555.75;7554.75;7555.25;144
20260619 100100;7555.25;7555.75;7554.25;7554.5;397
20260619 100200;7554.5;7555.25;7554.25;7554.75;87
20260619 100300;7555;7555.75;7554.75;7555.75;67
20260619 100400;7555.75;7555.75;7553.5;7553.5;174
20260619 100500;7553.75;7554;7552.5;7552.75;252
20260619 100600;7553;7553.5;7551.75;7552;259
20260619 100700;7552.25;7552.25;7551.5;7551.75;135
20260619 100800;7552;7552.5;7551.75;7552.25;96
20260619 100900;7552;7552.25;7551.5;7551.5;75
20260619 101000;7551.75;7554;7551.75;7553.5;121
20260619 101100;7553.75;7553.75;7552.5;7553.25;111
20260619 101200;7553.25;7553.25;7552;7552;77
20260619 101300;7552.25;7553;7551.75;7553;106
20260619 101400;7552.75;7554.25;7552.5;7554.25;72
20260619 101500;7554;7554.25;7552;7552;187
20260619 101600;7552;7552;7551.25;7551.5;217
20260619 101700;7552;7553;7552;7552.25;69
20260619 101800;7552.25;7553.25;7552.25;7552.75;117
20260619 101900;7553;7553.25;7552.5;7552.5;152
20260619 102000;7552.5;7552.5;7551.25;7551.5;108
20260619 102100;7551.5;7552;7550.75;7551.75;225
20260619 102200;7551.5;7551.75;7550.5;7551.25;91
20260619 102300;7551;7551.5;7548.75;7548.75;358
20260619 102400;7549.25;7549.25;7547.25;7547.25;357
20260619 102500;7547.5;7548;7546.75;7547;226
20260619 102600;7546.75;7548;7546.75;7547;146
20260619 102700;7547.25;7547.25;7546;7546.25;146
20260619 102800;7546;7546.5;7545.5;7546.25;186
20260619 102900;7546.25;7546.25;7544.75;7545.75;263
20260619 103000;7545.75;7546.75;7545;7545.25;215
